"";"ano";"Estado";"Macrorregiao";"agressoes_e_confrontos";"MVII";"MCMD";"MG";"MCE";"populacao";"homicidios_Mapa_da_Violencia";"homicidios_ocultos_Mapa_da_Violencia";"MCE_total";"prop_hopmmd";"prop_hopmvii";"prop_MVII_ocultos_CMD";"homicidios_ocultos_CMD_media";"homicidios_ocultos_MVII_prop_media";"homicidios_ocultos_MVII_rand_media";"homicidios_intencionais_prop_media";"homicidios_intencionais_rand_media";"homicidios_intencionais_prop_sd";"homicidios_intencionais_rand_sd";"homicidios_intencionais_prop_li";"homicidios_intencionais_prop_ls";"homicidios_intencionais_rand_li";"homicidios_intencionais_rand_ls";"diferenca_metodos";"tx_agressoes";"tx_homicid_ajprop";"tx_homicid_ajrand";"mortes_violentas"
"1006";2018;"Rondônia";"Norte";476;23;343;8165;802,518333333333;1701892;491;15;1290;0,0609740508756232;0,376182965299685;0,00306787677361626;20,9053333333333;8,56133333333333;11,4816666666667;505;508;9,82220515601925;10,2537282966406;490;527;491;531;-3;27,9688722903686;29,6728582072188;29,8491326124102;1310,51833333333
"1007";2019;"Rondônia";"Norte";447;64;379;8338;835,12;1712560;458;11;1314;0,0562814070351759;0,358113509192646;0,00816582914572864;21,391;23,0213333333333;31,88;491;500;11,1465568584573;14,560754245164;473;516;474;530;-9;26,1012752837857;28,6705283318541;29,1960573644135;1335,12
"1008";2020;"Rondônia";"Norte";456;85;474;10278;879,943;1722753;481;25;1378;0,0466088730239674;0,353168469860896;0,00877103518612952;22,6913333333333;30,0996666666667;42,057;509;521;12,716546537954;17,265892222345;487;536;489;556;-12;26,4692616991525;29,5457329054136;30,2422924238124;1400,943
"1009";2021;"Rondônia";"Norte";536;80;518;14042;921,704;1729622;553;17;1498;0,0397042513863216;0,378435517970402;0,00598890942698706;20,715;30,2963333333333;40,296;587;597;12,5523062297778;16,5831605171505;566;615;566;631;-10;30,989430060441;33,9380512042516;34,5162122128419;1518,704
"1010";2022;"Rondônia";"Norte";601;67;642;10277;964,136333333333;1734648;615;14;1599;0,0624740556247406;0,392694063926941;0,0070568700705687;39,7233333333333;26,268;33,8636666666667;667;675;16,9982814448868;19,6193629900339;638;704;641;717;-8;34,6467986588634;38,4516051671578;38,9127938348299;1639,13633333333
"1011";2023;"Rondônia";"Norte";552;72;550;9974;949,235333333333;1740255;NA;NA;1537;0,0586737400530504;0,377216916780355;0,00774535809018568;32,7663333333333;27,1796666666667;35,7646666666667;612;621;15,0730050916917;18,2127319990428;587;645;588;658;-9;31,7194893851763;35,1672599705216;35,6844255583233;1570,23533333333
"1012";2024;"Rondônia";"Norte";525;56;454;10097;1039,04466666667;1746227;NA;NA;1592;0,0545416839485691;0,342225113858165;0,00591041061800083;24,9026666666667;19,2143333333333;27,9553333333333;569;578;12,3140511727631;14,8762317167363;549;597;551;610;-9;30,064819751384;32,5845379781666;33,0999348881904;1617,04466666667
"1013";1979;"Roraima";"Norte";9;0,001;19;346;39;75297;NA;NA;48;0,0304878048780488;0,20408579766934;0,00305182926829268;0,505666666666667;0;0;10;10;0,756411665976293;0,756411665976293;9;11;9;11;0;11,9526674369497;13,2807415966108;13,2807415966108;49
"1014";1980;"Roraima";"Norte";11;0,001;35;394;36;78866;NA;NA;47;0,0333333333333333;0,250005208441843;0,00278055555555556;1,059;0;0;12;12;1,18067085219396;1,18067085219396;11;15;11;15;0;13,9477087718408;15,2156822965536;15,2156822965536;48
"1015";1981;"Roraima";"Norte";16;0,001;43;481;37;91847;NA;NA;53;0,0387243735763098;0,314820644826756;0,00228018223234624;1,519;0;0;18;18;1,48336524749835;1,48336524749835;16;21;16;21;0;17,4202750225919;19,5978094004159;19,5978094004159;55
"1016";1982;"Roraima";"Norte";29;0,001;64;590;53;105062;NA;NA;82;0,0569259962049336;0,361450137953469;0,00189943074003795;3,58333333333333;0;0;33;33;2,35716799766414;2,35716799766414;29;38;29;38;0;27,6027488530582;31,4100245569283;31,4100245569283;86
"1017";1983;"Roraima";"Norte";20;3;83;556;77,5056666666667;118369;NA;NA;99;0,0443037974683544;0,216494845360825;0,00843881856540084;3,51;0,610666666666667;1,49433333333333;24;25;2,52287425774565;2,55939407964213;20;30;21;31;-1;16,8963157583489;20,2755789100187;21,1203946979361;102,505666666667
"1018";1984;"Roraima";"Norte";17;2;98;610;89,0053333333333;131918;NA;NA;107;0,0350877192982456;0,169811320754717;0,00584795321637427;3,30033333333333;0,326;0,994666666666667;21;21;2,54876544441666;2,58099377042016;17;27;18;27;0;12,8867933109962;15,9189799724071;15,9189799724071;110,005333333333
"1019";1985;"Roraima";"Norte";12;6;97;654;100,973;145350;NA;NA;116;0,0232974910394265;0,117117117117117;0,0125448028673835;2,095;0,660666666666667;3,027;15;17;2,08280593969202;2,39938221458578;12;20;13;22;-2;8,25593395252838;10,3199174406605;11,6959064327485;117,973
"1020";1986;"Roraima";"Norte";13;7;100;691;117,523;158314;NA;NA;134;0,0236486486486486;0,109375;0,0135135135135135;2,17966666666667;0,704333333333333;3,477;16;19;2,1774888792536;2,60430086905509;13;21;14;25;-3;8,21152898669732;10,1064972143967;12,0014654420961;136,523
"1021";1987;"Roraima";"Norte";7;2;119;725;113,003;171078;NA;NA;121;0,0131795716639209;0,0666666666666667;0,00494233937397035;1,38066666666667;0,11;0,997;8;9;1,74497216735507;1,87586624797247;7;13;7;14;-1;4,0917008615953;4,67622955610891;5,26075825062252;122,003
"1022";1988;"Roraima";"Norte";70;20;80;769;121,999333333333;183637;NA;NA;202;0,102898550724638;0,387978142076503;0,0304347826086957;8,26066666666667;7,65466666666667;10,0006666666667;86;88;4,27764705303344;5,16041808970059;78;95;79;99;-2;38,1186797867532;46,8315208808682;47,9206260176326;209,999333333333
"1023";1989;"Roraima";"Norte";113;77;60;769;116,34;195998;NA;NA;268;0,16056338028169;0,59375;0,109859154929577;10,6503333333333;45,627;38,66;169;162;6,92433402497685;12,4889291376759;156;183;138;186;7;57,653649527036;86,225369646629;82,6539046316799;278,34
"1024";1990;"Roraima";"Norte";127;34;76;855;114,937333333333;207950;NA;NA;259;0,164102564102564;0,566371681415929;0,0448717948717949;12,9826666666667;19,2553333333333;17,0626666666667;159;157;5,55010124904266;7,29637059755427;149;171;143;171;2;61,0723731666266;76,4606876653042;75,4989180091368;271,937333333333
"1025";1991;"Roraima";"Norte";79;18;68;818;148,984333333333;219349;NA;NA;237;0,106524633821571;0,363636363636364;0,0252996005326232;7,314;6,415;9,01566666666667;93;95;4,0300090145746;4,69151610143234;86;101;87;105;-2;36,0156645346001;42,3981873635166;43,3099763390761;243,984333333333
"1026";1992;"Roraima";"Norte";95;1;57;769;120,524666666667;231276;NA;NA;216;0,134642356241234;0,444444444444444;0,00280504908835905;7,71766666666667;0,437;0,475333333333333;103;103;3,28648929601987;3,27993958296327;97;110;98;110;0;41,0764627544579;44,5355333022017;44,5355333022017;223,524666666667
"1027";1993;"Roraima";"Norte";69;2;53;783;115,984333333333;243135;NA;NA;186;0,0957592339261286;0,378378378378378;0,00410396716826265;5,113;0,74;1,01566666666667;75;75;2,79594887471797;2,80429425066337;70;81;71;81;0;28,3792954531433;30,8470602751558;30,8470602751558;190,984333333333
"1028";1994;"Roraima";"Norte";78;1;71;935;147,493333333333;255027;NA;NA;226;0,0913294797687861;0,349557522123894;0,0023121387283237;6,38766666666667;0,354;0,506666666666667;85;85;3,18836203083999;3,17928773664685;79;92;80;92;0;30,584996882683;33,3298042952315;33,3298042952315;232,493333333333
"1029";1995;"Roraima";"Norte";87;0,001;80;967;148;266912;NA;NA;235;0,0990990990990991;0,372882935944644;0,00112725225225225;7,81666666666667;0;0;95;95;3,47588110729441;3,47588110729441;89;103;89;103;0;32,5950125884187;35,5922551252847;35,5922551252847;243
"1030";1996;"Roraima";"Norte";107;0,001;43;1029;161;278817;NA;NA;268;0,109422492401216;0,401488481369819;0,00101418439716312;4,66933333333333;0;0;112;112;2,41673466155548;2,41673466155548;108;117;108;117;0;38,37642611462;40,1697170545555;40,1697170545555;273
"1031";1997;"Roraima";"Norte";90;0,001;68;926;183;290764;NA;NA;273;0,105937136204889;0,332118000430658;0,00116530849825378;7,09833333333333;0;0;97;97;3,2687753343239;3,2687753343239;92;104;92;104;0;30,9529377777166;33,3603884937613;33,3603884937613;280
"1032";1998;"Roraima";"Norte";134;1;22;1095;199,5;302786;NA;NA;334;0,125698324022346;0,404191616766467;0,00186219739292365;2,76166666666667;0,396333333333333;0,5;137;137;1,78365630375828;1,8024835286846;134;141;134;141;0;44,255678928352;45,2464777103301;45,2464777103301;336,5
"1033";1999;"Roraima";"Norte";154;0,001;100;1266;243;314951;NA;NA;397;0,132819194515853;0,389448214694007;0,000857754927163667;13,2166666666667;0;0;167;167;4,78908836258744;4,78908836258744;159;178;159;178;0;48,8964950103349;53,0241212125061;53,0241212125061;410
"1034";2000;"Roraima";"Norte";130;1;105;1329;217,496;339804;NA;NA;348;0,106938775510204;0,376436781609195;0,00163265306122449;11,1896666666667;0,379;0,504;142;142;4,49466560437896;4,48626073703804;134;151;134;151;0;38,2573483537569;41,7887958941037;41,7887958941037;359,496
"1035";2001;"Roraima";"Norte";108;5;58;1200;217,515333333333;354478;NA;NA;328;0,0953630796150481;0,33641975308642;0,005249343832021;5,51066666666667;1,70466666666667;2,48466666666667;115;116;2,98952794177617;3,13314279121443;110;122;111;123;-1;30,4673350673385;32,4420697476289;32,7241747019561;333,515333333333
"1036";2002;"Roraima";"Norte";122;21;42;1252;211,546666666667;368838;NA;NA;344;0,101568951279934;0,37962962962963;0,0181668042939719;4,26466666666667;7,97133333333333;10,4533333333333;134;137;3,41382318370131;4,52356388371713;128;141;128;146;-3;33,0768521681605;36,3303130371599;37,1436782544098;348,546666666667
"1037";2003;"Roraima";"Norte";106;48;66;1351;175,181;382871;NA;NA;305;0,083203732503888;0,414728682170543;0,0381026438569207;5,655;19,9253333333333;23,819;132;135;5,12031435512059;8,55560577224333;122;142;120;152;-3;27,685565112009;34,4763641017471;35,2599178313322;310,181
"1038";2004;"Roraima";"Norte";85;65;87;1408;224,279;396533;NA;NA;342;0,065052950075643;0,309352517985612;0,0499243570347958;5,815;19,8166666666667;32,721;111;124;5,77590837832057;10,8620761781362;100;122;102;144;-13;21,4357947510043;27,9926260866057;31,2710417544063;348,279
"1039";2005;"Roraima";"Norte";95;27;61;1440;207,650333333333;409855;NA;NA;316;0,0695652173913043;0,331034482758621;0,0202898550724638;4,42733333333333;8,887;13,3496666666667;108;113;3,75857732704765;5,42903574707772;102;116;103;123;-5;23,178929133474;26,3507825938442;27,5707262324481;320,650333333333
"1040";2006;"Roraima";"Norte";111;14;68;1509;216,983;422550;NA;NA;335;0,0776699029126214;0,347826086956522;0,0104022191400832;5,235;4,81233333333333;7,017;121;123;3,42622326926494;3,92253635170878;115;128;116;131;-2;26,2690805821796;28,635664418412;29,1089811856585;339,983
"1041";2007;"Roraima";"Norte";116;9;56;1494;264,460333333333;434778;NA;NA;385;0,0813064628214037;0,310344827586207;0,00694927032661571;4,515;2,78733333333333;4,53966666666667;123;125;2,81843498194856;3,1301135377398;118;129;119;132;-2;26,6802828109978;28,2902998771787;28,7503047532304;389,460333333333
"1042";2008;"Roraima";"Norte";105;27;36;1481;218,455333333333;446905;NA;NA;337;0,0733056708160443;0,340836012861736;0,0193637621023513;2,69033333333333;9,132;13,5446666666667;117;121;3,25458117967693;5,16520423393494;111;123;111;131;-4;23,4949262147436;26,1800606392858;27,0751054474665;339,455333333333
"1043";2009;"Roraima";"Norte";118;23;48;1536;221,629666666667;458716;NA;NA;351;0,0799194089993284;0,361702127659574;0,0161182001343183;3,87766666666667;8,24333333333333;11,3703333333333;130;133;3,40355996080608;4,74559475266471;124;137;124;143;-3;25,7239773628999;28,3399750608219;28,9939744853025;354,629666666667
"1044";2010;"Roraima";"Norte";121;25;49;1640;238,681666666667;469991;NA;NA;372;0,0766331658291457;0,350574712643678;0,0163316582914573;3,836;8,75566666666667;12,3183333333333;134;137;3,46991027472764;4,97488000182581;127;141;128;147;-3;25,7451738437545;28,5111842567198;29,1494943520195;375,681666666667
"1045";2011;"Roraima";"Norte";95;15;35;1599;247,474;481480;NA;NA;350;0,0613418530351438;0,285714285714286;0,010223642172524;2,19366666666667;4,265;7,526;101;105;2,50473873439888;3,39080802787716;97;107;98;111;-4;19,7308299410152;20,9769876215004;21,8077594084905;352,474
"1046";2012;"Roraima";"Norte";144;31;83;1783;259,475666666667;493876;158;14;419;0,085243974132863;0,372750642673522;0,0188124632569077;7,16633333333333;11,5186666666667;15,5243333333333;163;167;4,70919318993888;6,48400547485026;154;173;154;180;-4;29,1571163611919;33,0042358810714;33,8141557799934;426,475666666667
"1047";2013;"Roraima";"Norte";214;33;67;1947;275,597333333333;507022;227;13;506;0,114300903774588;0,453586497890295;0,0180754917597023;7,74666666666667;14,8573333333333;16,4026666666667;237;238;4,6806502570629;6,65170012806902;228;246;225;251;-1;42,2072415003688;46,7435338111561;46,9407639116251;513,597333333333
"1048";2014;"Roraima";"Norte";158;57;52;1954;248,612333333333;520569;187;29;435;0,0835522858644246;0,419525065963061;0,0304781923279033;4,45866666666667;23,8203333333333;28,3876666666667;186;191;5,2837295791977;9,49877863134965;176;197;172;210;-5;30,3514039445299;35,7301337574846;36,6906212240836;439,612333333333
"1049";2015;"Roraima";"Norte";203;21;49;2091;322,556333333333;534380;209;6;536;0,0998531571218796;0,395348837209302;0,0107684777288302;4,90833333333333;8,24866666666667;10,4436666666667;216;218;3,54794028887623;4,62073728651864;210;223;210;228;-2;37,9879486507729;40,4206744264381;40,7949399303866;540,556333333333
"1050";2016;"Roraima";"Norte";204;30;58;2157;254,922;548233;220;16;474;0,0976190476190476;0,460674157303371;0,0147619047619048;5,65166666666667;13,838;15,078;223;225;4,16433353373009;5,9761044583453;216;232;213;236;-2;37,2104561381748;40,6761358765342;41,0409442700458;479,922
"1051";2017;"Roraima";"Norte";248;30;38;2461;326,982333333333;564013;268;20;590;0,102722772277228;0,443850267379679;0,0127887788778878;3,966;13,2893333333333;15,0176666666667;265;267;3,83106128451949;5,77678026980867;258;273;256;278;-2;43,9706176985282;46,9847326214112;47,3393343770445;593,982333333333
"1052";2018;"Roraima";"Norte";414;65;37;2787;251,316333333333;587497;445;31;698;0,1508542348237;0,654574132492114;0,0239912758996728;5,70966666666667;42,4113333333333;32,6836666666667;462;452;5,51747283655909;10,8918394349921;451;472;432;473;10;70,4684449452508;78,6386994316567;76,9365630803221;703,316333333333
"1053";2019;"Roraima";"Norte";234;63;67;2779;325,352333333333;618125;213;-21;591;0,086619977884261;0,444234404536862;0,0235901216365647;5,92966666666667;27,8283333333333;31,6476666666667;268;272;5,86477347013096;10,7214272630284;257;279;252;293;-4;37,8564206268959;43,3569261880688;44,0040444893832;597,352333333333
"1054";2020;"Roraima";"Norte";237;90;88;3580;318,68;640975;281;44;601;0,0681362725450902;0,46484375;0,0260521042084168;6,14533333333333;41,6143333333333;45,32;285;288;7,29394546426698;14,7519943962993;271;299;260;317;-3;36,9749210187605;44,4635126174968;44,9315495924178;606,68
"1055";2021;"Roraima";"Norte";258;47;67;4306;377,235333333333;654972;250;-8;659;0,0610849056603774;0,422512234910277;0,0113207547169811;4,101;19,9466666666667;23,7646666666667;282;286;4,81585493017163;8,11633617218029;273;292;270;301;-4;39,3909968670416;43,0552756453711;43,6659887750927;663,235333333333
"1056";2022;"Roraima";"Norte";231;36;103;3246;362,012333333333;673404;250;19;611;0,0737913486005089;0,402777777777778;0,0117684478371501;7,641;14,506;17,9876666666667;253;257;4,99209688846093;7,20393946417445;244;264;243;270;-4;34,3033305415471;37,5703144026469;38,1643114683013;619,012333333333
"1057";2023;"Roraima";"Norte";219;46;87;3311;356,155333333333;695270;NA;NA;598;0,0682170542635659;0,397830018083183;0,0145736434108527;5,97266666666667;18,189;22,8446666666667;243;248;5,14370324927424;8,32084000256815;233;254;232;264;-5;31,4985545183885;34,9504509039654;35,6695959842939;604,155333333333
"1058";2024;"Roraima";"Norte";174;54;72;3055;354,879666666667;716793;NA;NA;556;0,0586461126005362;0,347912524850895;0,0184316353887399;4,35033333333333;18,8056666666667;27,1203333333333;197;205;4,98724588731231;9,20083463650037;188;208;188;223;-8;24,2747906299308;27,4835273223929;28,5996096502058;559,879666666667
"1059";1979;"Santa Catarina";"Sul";180;420;3973;18821;1522,32466666667;3555629;NA;NA;1913;0,0121893730217523;0,121151271753681;0,0283520775809819;50,1053333333333;50,7736666666667;210,675333333333;281;441;46,3516830169754;75,8550320557901;218;397;305;595;-160;5,0623954298944;7,90296175444626;12,4028688032413;1963,32466666667
"1060";1980;"Santa Catarina";"Sul";241;418;4142;19797;1723,585;3614514;NA;NA;2174;0,0154573326520184;0,137734775184974;0,0267629024016352;64,5423333333333;57,5853333333333;209,415;363;515;54,0695404668006;82,4796852506638;293;497;367;685;-152;6,66756305273683;10,0428439342053;14,2481119176741;2238,585
"1061";1981;"Santa Catarina";"Sul";271;521;4053;19311;1710,464;3706547;NA;NA;2242;0,0178255455796579;0,157955865272938;0,0342093190903729;74,104;82,285;260,536;427;606;59,2833465997101;97,2793991235106;345;579;433;802;-179;7,31138712122091;11,5201560913702;16,3494486917338;2316,464
"1062";1982;"Santa Catarina";"Sul";266;491;3652;18745;1796,785;3800236;NA;NA;2306;0,0176891480058301;0,147026431718062;0,0325957334040016;67,196;71,8476666666667;243,215;405;576;55,0494072535622;91,1438486462399;330;534;410;759;-171;6,99956529015566;10,6572328665904;15,1569534102619;2372,785
"1063";1983;"Santa Catarina";"Sul";317;311;3918;20184;1992,74733333333;3894578;NA;NA;2464;0,0195487797381201;0,147632311977716;0,0191799348374009;76,2556666666667;45,9646666666667;154,252666666667;439;548;56,7457647214912;73,3907623516412;365;579;425;712;-109;8,13952114965986;11,2720813397498;14,070844132535;2540,74733333333
"1064";1984;"Santa Catarina";"Sul";295;303;4113;20698;2050,651;3990639;NA;NA;2497;0,0178463764620765;0,134851936218679;0,0183287109610515;75,482;40,928;151,349;411;522;58,0131399610127;72,3750497174766;336;552;401;684;-111;7,3922998296764;10,2991024745661;13,0806119020037;2572,651
"1065";1985;"Santa Catarina";"Sul";263;464;3756;20347;2130,10466666667;4085871;NA;NA;2624;0,0159112825458052;0,122165664044424;0,0280255544840887;60,1006666666667;56,6686666666667;230,895333333333;380;554;50,274041870375;83,644566202185;312;505;402;735;-174;6,43681604240565;9,30034257077622;13,5589204847632;2684,10466666667
"1066";1986;"Santa Catarina";"Sul";240;417;3885;21518;2617,75266666667;4177779;NA;NA;3065;0,0136667800839288;0,0909777274443186;0,0237042077804242;53,5523333333333;37,7286666666667;207,247333333333;331;501;47,7154443223117;78,5987412150841;270;449;358;666;-170;5,7446791704396;7,92287002256462;11,9920177682927;3118,75266666667
"1067";1987;"Santa Catarina";"Sul";317;274;4047;22014;2501,34866666667;4268272;NA;NA;2955;0,0176981300089047;0,118568232662192;0,0153049866429207;73,0036666666667;32,1913333333333;136,651333333333;422;527;56,4854185535499;70,1908557226345;350;561;412;690;-105;7,42689313145929;9,88690505197419;12,3469169724891;3028,34866666667
"1068";1988;"Santa Catarina";"Sul";328;277;3746;23456;2565,69366666667;4357312;NA;NA;3032;0,0166911876617117;0,119375907111756;0,0141037999086804;61,399;33,3596666666667;138,306333333333;423;528;48,2832909360657;63,7488756340357;360;546;417;666;-105;7,52757663440213;9,70781986692713;12,1175623870864;3093,69366666667
